date,asset,realized,random_forest,rf_n_estimators,rf_max_depth,rf_min_samples_leaf,rf_min_samples_split,rf_max_features
1967-08-01,Manuf_excess,-0.0071,0.00788586,300,3,10,20,sqrt
1967-08-01,Enrgy_excess,-0.0179,0.00775913,300,3,20,10,0.3
1967-08-01,HiTec_excess,-0.0132,0.01160734,300,3,10,10,0.3
1967-08-01,Telcm_excess,-0.0155,0.00351125,300,3,5,20,0.3
1967-08-01,Shops_excess,0.0002,0.00768912,300,3,20,10,0.3
1967-08-01,Hlth_excess,0.0034,0.00785017,300,3,20,10,0.3
1967-08-01,Utils_excess,-0.0096,0.0088445,300,3,5,20,0.3
1967-08-01,Other_excess,-0.0056,0.00761035,500,3,10,10,0.3
1967-09-01,NoDur_excess,0.0278,0.00537503,300,3,20,10,0.3
1967-09-01,Durbl_excess,0.0466,0.00777103,500,3,5,20,0.3
1967-09-01,Manuf_excess,0.0279,0.00782452,300,3,10,20,sqrt
1967-09-01,Enrgy_excess,0.0392,0.00385153,300,3,20,10,0.3
1967-09-01,HiTec_excess,0.0804,0.01215453,300,3,10,10,0.3
1967-09-01,Telcm_excess,0.009,0.00327661,300,3,5,20,0.3
1967-09-01,Shops_excess,0.0213,0.00531963,300,3,20,10,0.3
1967-09-01,Hlth_excess,0.0258,0.00490466,300,3,20,10,0.3
1967-09-01,Utils_excess,-0.0042,0.00780685,300,3,5,20,0.3
1967-09-01,Other_excess,0.0095,0.00732579,500,3,10,10,0.3
1967-10-01,NoDur_excess,-0.0301,0.00632998,300,3,20,10,0.3
1967-10-01,Durbl_excess,-0.053,0.00572013,500,3,5,20,0.3
1967-10-01,Manuf_excess,-0.0491,0.00806641,300,3,10,20,sqrt
1967-10-01,Enrgy_excess,-0.0135,0.00529053,300,3,20,10,0.3
1967-10-01,HiTec_excess,0.045,0.01231384,300,3,10,10,0.3
1967-10-01,Telcm_excess,-0.0388,0.00407577,300,3,5,20,0.3
1967-10-01,Shops_excess,0.0027,0.00711866,300,3,20,10,0.3
1967-10-01,Hlth_excess,-0.0542,0.00558037,300,3,20,10,0.3
1967-10-01,Utils_excess,-0.0576,0.00650333,300,3,5,20,0.3
1967-10-01,Other_excess,-0.0543,0.00722956,500,3,10,10,0.3
1967-11-01,NoDur_excess,0.0013,0.00561989,300,3,20,10,0.3
1967-11-01,Durbl_excess,-0.0132,0.00428721,500,3,5,20,0.3
1967-11-01,Manuf_excess,0.0027,0.00671721,300,3,10,20,sqrt
1967-11-01,Enrgy_excess,0.0042,0.00499024,300,3,20,10,0.3
1967-11-01,HiTec_excess,0.0106,0.01330593,300,3,10,10,0.3
1967-11-01,Telcm_excess,-0.0028,0.00290332,300,3,5,20,0.3
1967-11-01,Shops_excess,0.0048,0.00621,300,3,20,10,0.3
1967-11-01,Hlth_excess,0.0097,0.00468986,300,3,20,10,0.3
1967-11-01,Utils_excess,0.0283,0.00741036,300,3,5,20,0.3
1967-11-01,Other_excess,-0.0068,0.00713295,500,3,10,10,0.3
1967-12-01,NoDur_excess,0.028,0.00579625,300,3,20,10,0.3
1967-12-01,Durbl_excess,0.0055,0.00261027,500,3,5,20,0.3
1967-12-01,Manuf_excess,0.0487,0.00718362,300,3,10,20,sqrt
1967-12-01,Enrgy_excess,0.0274,0.00793661,300,3,20,10,0.3
1967-12-01,HiTec_excess,0.018,0.01466173,300,3,10,10,0.3
1967-12-01,Telcm_excess,-0.0021,0.00391749,300,3,5,20,0.3
1967-12-01,Shops_excess,0.0312,0.0063892,300,3,20,10,0.3
1967-12-01,Hlth_excess,0.0137,0.00626712,300,3,20,10,0.3
1967-12-01,Utils_excess,0.0296,0.00983219,300,3,5,20,0.3
1967-12-01,Other_excess,0.0507,0.00844167,500,3,10,10,0.3
1968-01-01,NoDur_excess,-0.0083,0.00643821,300,3,20,10,0.3
1968-01-01,Durbl_excess,-0.0555,0.00273633,500,3,5,20,0.3
1968-01-01,Manuf_excess,-0.0676,0.00744088,300,3,10,20,sqrt
1968-01-01,Enrgy_excess,-0.013,0.00819873,300,3,20,10,0.3
1968-01-01,HiTec_excess,-0.0913,0.01427992,300,3,10,10,0.3
1968-01-01,Telcm_excess,0.0227,0.00568141,300,3,5,20,0.3
1968-01-01,Shops_excess,0.0073,0.00927511,300,3,20,10,0.3
1968-01-01,Hlth_excess,-0.0697,0.00796854,300,3,20,10,0.3
1968-01-01,Utils_excess,-0.0022,0.00944331,300,3,5,20,0.3
1968-01-01,Other_excess,-0.023,0.0074439,500,3,10,10,0.3
1968-02-01,NoDur_excess,-0.031,0.00833648,300,3,20,10,0.3
1968-02-01,Durbl_excess,-0.0273,0.00555678,500,3,5,20,0.3
1968-02-01,Manuf_excess,-0.0466,0.00609532,300,3,10,20,sqrt
1968-02-01,Enrgy_excess,-0.0307,0.00663875,300,3,20,10,0.3
1968-02-01,HiTec_excess,-0.0497,0.01488166,300,3,10,10,0.3
1968-02-01,Telcm_excess,-0.0281,0.0142838,300,3,5,20,0.3
1968-02-01,Shops_excess,-0.0124,0.0084903,300,3,20,10,0.3
1968-02-01,Hlth_excess,-0.0464,0.00989812,300,3,20,10,0.3
1968-02-01,Utils_excess,-0.0188,0.01347222,300,3,5,20,0.3
1968-02-01,Other_excess,-0.0383,0.00911052,500,3,10,10,0.3
1968-03-01,NoDur_excess,0.0026,0.00704595,300,3,20,10,0.3
1968-03-01,Durbl_excess,0.0027,0.00575446,500,3,5,20,0.3
1968-03-01,Manuf_excess,0.0046,0.00800217,300,3,10,20,sqrt
1968-03-01,Enrgy_excess,0.0036,0.00728504,300,3,20,10,0.3
1968-03-01,HiTec_excess,0.0386,0.01484945,300,3,10,10,0.3
1968-03-01,Telcm_excess,-0.015,0.00840477,300,3,5,20,0.3
1968-03-01,Shops_excess,0.0248,0.00744262,300,3,20,10,0.3
1968-03-01,Hlth_excess,-0.0027,0.00931978,300,3,20,10,0.3
1968-03-01,Utils_excess,-0.0432,0.0101394,300,3,5,20,0.3
1968-03-01,Other_excess,-0.0065,0.0076641,500,3,10,10,0.3
1968-04-01,NoDur_excess,0.1054,0.00764248,300,3,20,10,0.3
1968-04-01,Durbl_excess,0.1126,0.00641948,500,3,5,20,0.3
1968-04-01,Manuf_excess,0.1022,0.00803463,300,3,10,20,sqrt
1968-04-01,Enrgy_excess,0.0522,0.00658932,300,3,20,10,0.3
1968-04-01,HiTec_excess,0.1201,0.01534798,300,3,10,10,0.3
1968-04-01,Telcm_excess,0.0178,0.00813074,300,3,5,20,0.3
1968-04-01,Shops_excess,0.1179,0.00752729,300,3,20,10,0.3
1968-04-01,Hlth_excess,0.1147,0.01056462,300,3,20,10,0.3
1968-04-01,Utils_excess,0.0199,0.0101419,300,3,5,20,0.3
1968-04-01,Other_excess,0.1151,0.00784497,500,3,10,10,0.3
1968-05-01,NoDur_excess,0.0455,0.00643069,300,3,20,10,0.3
1968-05-01,Durbl_excess,-0.0079,0.00457217,500,3,5,20,0.3
1968-05-01,Manuf_excess,0.0271,0.00833706,300,3,10,20,sqrt
1968-05-01,Enrgy_excess,0.0079,0.00800709,300,3,20,10,0.3
1968-05-01,HiTec_excess,0.0338,0.0161729,300,3,10,10,0.3
1968-05-01,Telcm_excess,-0.0118,0.00787077,300,3,5,20,0.3
1968-05-01,Shops_excess,0.0298,0.00779328,300,3,20,10,0.3
1968-05-01,Hlth_excess,0.029,0.00589026,300,3,20,10,0.3
1968-05-01,Utils_excess,-0.0001,0.00816573,300,3,5,20,0.3
1968-05-01,Other_excess,0.0578,0.01020085,500,3,10,10,0.3
1968-06-01,NoDur_excess,0.0057,0.00712521,300,3,20,10,0.3
1968-06-01,Durbl_excess,-0.0185,0.0052463,500,3,5,20,0.3
1968-06-01,Manuf_excess,-0.0065,0.00747542,300,3,10,20,sqrt
1968-06-01,Enrgy_excess,0.0141,0.00676583,300,3,20,10,0.3
1968-06-01,HiTec_excess,-0.0246,0.01606545,300,3,10,10,0.3
1968-06-01,Telcm_excess,0.0375,0.00579777,300,3,5,20,0.3
1968-06-01,Shops_excess,0.0008,0.00856252,300,3,20,10,0.3
1968-06-01,Hlth_excess,0.018,0.00630486,300,3,20,10,0.3
1968-06-01,Utils_excess,0.0802,0.00719653,300,3,5,20,0.3
1968-06-01,Other_excess,0.026,0.00757357,500,3,10,10,0.3
1968-07-01,NoDur_excess,-0.0417,0.00696147,300,3,20,10,0.3
1968-07-01,Durbl_excess,-0.034,0.00428794,500,3,5,20,0.3
1968-07-01,Manuf_excess,-0.0445,0.00596024,300,3,10,20,sqrt
1968-07-01,Enrgy_excess,0.048,0.00671054,300,3,20,10,0.3
1968-07-01,HiTec_excess,-0.0599,0.01606802,300,3,10,10,0.3
1968-07-01,Telcm_excess,-0.0068,0.00750254,300,3,5,20,0.3
1968-07-01,Shops_excess,-0.0564,0.0076354,300,3,20,10,0.3
1968-07-01,Hlth_excess,-0.046,0.0059248,300,3,20,10,0.3
1968-07-01,Utils_excess,-0.003,0.01050295,300,3,5,20,0.3
1968-07-01,Other_excess,-0.0349,0.00765352,500,3,10,10,0.3
1968-08-01,NoDur_excess,0.0232,0.00580239,300,3,20,10,0.3
1968-08-01,Durbl_excess,0.0083,0.00388029,500,3,5,20,0.3
1968-08-01,Manuf_excess,0.0292,0.00482821,300,3,10,20,sqrt
1968-08-01,Enrgy_excess,0.0088,0.00635522,300,3,20,10,0.3
1968-08-01,HiTec_excess,0.0012,0.01340821,300,3,10,10,0.3
1968-08-01,Telcm_excess,0.0087,0.00731956,300,3,5,20,0.3
1968-08-01,Shops_excess,0.0184,0.00607142,300,3,20,10,0.3
1968-08-01,Hlth_excess,0.0026,0.0041896,300,3,20,10,0.3
1968-08-01,Utils_excess,-0.0129,0.0100759,300,3,5,20,0.3
1968-08-01,Other_excess,0.022,0.00749114,500,3,10,10,0.3
1968-09-01,NoDur_excess,0.0444,0.00646845,300,3,20,10,0.3
1968-09-01,Durbl_excess,0.0621,0.00546158,500,3,5,20,0.3
1968-09-01,Manuf_excess,0.0412,0.0073966,300,3,10,20,sqrt
1968-09-01,Enrgy_excess,0.0308,0.00622086,300,3,20,10,0.3
1968-09-01,HiTec_excess,0.0251,0.01359502,300,3,10,10,0.3
1968-09-01,Telcm_excess,0.0254,0.00638422,300,3,5,20,0.3
1968-09-01,Shops_excess,0.0741,0.00731915,300,3,20,10,0.3
1968-09-01,Hlth_excess,0.0041,0.00266659,300,3,20,10,0.3
1968-09-01,Utils_excess,-0.0017,0.01138523,300,3,5,20,0.3
1968-09-01,Other_excess,0.0901,0.00796287,500,3,10,10,0.3
1968-10-01,NoDur_excess,0.0043,0.00587561,300,3,20,10,0.3
1968-10-01,Durbl_excess,0.0423,0.00591869,500,3,5,20,0.3
1968-10-01,Manuf_excess,0.0049,0.00686487,300,3,10,20,sqrt
1968-10-01,Enrgy_excess,0.0215,0.00556311,300,3,20,10,0.3
1968-10-01,HiTec_excess,-0.0534,0.01232994,300,3,10,10,0.3
1968-10-01,Telcm_excess,0.0273,0.00668521,300,3,5,20,0.3
1968-10-01,Shops_excess,0.0025,0.00691911,300,3,20,10,0.3
1968-10-01,Hlth_excess,-0.0048,0.00378636,300,3,20,10,0.3
1968-10-01,Utils_excess,0.0005,0.00688331,300,3,5,20,0.3
1968-10-01,Other_excess,0.0065,0.00730366,500,3,10,10,0.3
1968-11-01,NoDur_excess,0.0425,0.00526154,300,3,20,10,0.3
1968-11-01,Durbl_excess,-0.0056,0.00603964,500,3,5,20,0.3
1968-11-01,Manuf_excess,0.0535,0.00617902,300,3,10,20,sqrt
1968-11-01,Enrgy_excess,0.0526,0.00433488,300,3,20,10,0.3
1968-11-01,HiTec_excess,0.0819,0.01016419,300,3,10,10,0.3
1968-11-01,Telcm_excess,0.0497,0.00638139,300,3,5,20,0.3
1968-11-01,Shops_excess,0.0472,0.00613133,300,3,20,10,0.3
1968-11-01,Hlth_excess,0.077,0.00405616,300,3,20,10,0.3
1968-11-01,Utils_excess,0.0839,0.00676121,300,3,5,20,0.3
1968-11-01,Other_excess,0.0729,0.00644778,500,3,10,10,0.3
1968-12-01,NoDur_excess,-0.0145,0.00462497,300,3,20,10,0.3
1968-12-01,Durbl_excess,-0.0489,0.00488409,500,3,5,20,0.3
1968-12-01,Manuf_excess,-0.0375,0.00390241,300,3,10,20,sqrt
1968-12-01,Enrgy_excess,-0.0296,0.00377239,300,3,20,10,0.3
1968-12-01,HiTec_excess,-0.0577,0.003779,300,3,10,10,0.3
1968-12-01,Telcm_excess,-0.071,0.00381607,300,3,5,20,0.3
1968-12-01,Shops_excess,-0.0456,0.00702534,300,3,20,10,0.3
1968-12-01,Hlth_excess,-0.0145,0.00199295,300,3,20,10,0.3
1968-12-01,Utils_excess,-0.0335,0.00662218,300,3,5,20,0.3
1968-12-01,Other_excess,-0.0411,0.00678491,500,3,10,10,0.3
1969-01-01,NoDur_excess,-0.0172,0.0034568,300,3,20,10,0.3
1969-01-01,Durbl_excess,-0.0225,0.00539945,500,3,5,20,0.3
1969-01-01,Manuf_excess,-0.0098,0.00673922,300,3,10,20,sqrt
1969-01-01,Enrgy_excess,-0.0167,0.0044027,300,3,20,10,0.3
1969-01-01,HiTec_excess,-0.0521,0.01095404,300,3,10,10,0.3
1969-01-01,Telcm_excess,0.0064,0.00404826,300,3,5,20,0.3
1969-01-01,Shops_excess,-0.015,0.00599283,300,3,20,10,0.3
1969-01-01,Hlth_excess,-0.0076,0.00429141,300,3,20,10,0.3
1969-01-01,Utils_excess,0.0191,0.00873543,300,3,5,20,0.3
1969-01-01,Other_excess,0.0025,0.00687999,500,3,10,10,0.3
1969-02-01,NoDur_excess,-0.0708,0.00458001,300,3,20,10,0.3
1969-02-01,Durbl_excess,-0.0404,0.0035422,500,3,5,20,0.3
1969-02-01,Manuf_excess,-0.0619,0.0063221,300,3,10,20,sqrt
1969-02-01,Enrgy_excess,-0.0541,0.00222871,300,3,20,10,0.3
1969-02-01,HiTec_excess,-0.0408,0.01071521,300,3,10,10,0.3
1969-02-01,Telcm_excess,-0.038,0.00459489,300,3,5,20,0.3
1969-02-01,Shops_excess,-0.0461,0.00487286,300,3,20,10,0.3
1969-02-01,Hlth_excess,-0.0563,0.00392054,300,3,20,10,0.3
1969-02-01,Utils_excess,-0.0568,0.01547965,300,3,5,20,0.3
1969-02-01,Other_excess,-0.0887,0.00745519,500,3,10,10,0.3
1969-03-01,NoDur_excess,0.0025,0.00472471,300,3,20,10,0.3
1969-03-01,Durbl_excess,0.0464,0.00666033,500,3,5,20,0.3
1969-03-01,Manuf_excess,0.0219,0.00853005,300,3,10,20,sqrt
1969-03-01,Enrgy_excess,0.069,0.00413455,300,3,20,10,0.3
1969-03-01,HiTec_excess,0.0498,0.01516547,300,3,10,10,0.3
1969-03-01,Telcm_excess,-0.0088,0.00541945,300,3,5,20,0.3
1969-03-01,Shops_excess,0.0461,0.00380042,300,3,20,10,0.3
1969-03-01,Hlth_excess,0.0289,0.00719659,300,3,20,10,0.3
1969-03-01,Utils_excess,-0.0175,0.0088902,300,3,5,20,0.3
1969-03-01,Other_excess,0.0028,0.00754693,500,3,10,10,0.3
1969-04-01,NoDur_excess,0.0052,0.0018544,300,3,20,10,0.3
1969-04-01,Durbl_excess,0.0069,0.0054554,500,3,5,20,0.3
1969-04-01,Manuf_excess,0.0077,0.00627555,300,3,10,20,sqrt
1969-04-01,Enrgy_excess,-0.0089,0.00442759,300,3,20,10,0.3
1969-04-01,HiTec_excess,0.0333,0.01093882,300,3,10,10,0.3
1969-04-01,Telcm_excess,0.0715,0.00293363,300,3,5,20,0.3
1969-04-01,Shops_excess,0.0341,0.00378043,300,3,20,10,0.3
1969-04-01,Hlth_excess,0.0445,0.00342222,300,3,20,10,0.3
1969-04-01,Utils_excess,0.0081,0.00587791,300,3,5,20,0.3
1969-04-01,Other_excess,0.013,0.00431739,500,3,10,10,0.3
1969-05-01,NoDur_excess,0.0073,0.00256419,300,3,20,10,0.3
1969-05-01,Durbl_excess,-0.0035,0.0018514,500,3,5,20,0.3
1969-05-01,Manuf_excess,-0.0134,0.00511912,300,3,10,20,sqrt
1969-05-01,Enrgy_excess,0.0352,0.00501984,300,3,20,10,0.3
1969-05-01,HiTec_excess,-0.0208,0.00952125,300,3,10,10,0.3
1969-05-01,Telcm_excess,0.0059,0.0080978,300,3,5,20,0.3
1969-05-01,Shops_excess,0.0,0.00475558,300,3,20,10,0.3
1969-05-01,Hlth_excess,0.012,0.00487493,300,3,20,10,0.3
1969-05-01,Utils_excess,-0.0046,0.00699696,300,3,5,20,0.3
1969-05-01,Other_excess,-0.0168,0.00533835,500,3,10,10,0.3
1969-06-01,NoDur_excess,-0.0788,0.00399593,300,3,20,10,0.3
1969-06-01,Durbl_excess,-0.065,0.00545793,500,3,5,20,0.3
1969-06-01,Manuf_excess,-0.0743,0.00500844,300,3,10,20,sqrt
1969-06-01,Enrgy_excess,-0.1047,0.00213666,300,3,20,10,0.3
1969-06-01,HiTec_excess,-0.0067,0.00892233,300,3,10,10,0.3
1969-06-01,Telcm_excess,-0.0451,0.00415449,300,3,5,20,0.3
1969-06-01,Shops_excess,-0.0602,0.00562474,300,3,20,10,0.3
1969-06-01,Hlth_excess,-0.0555,0.00259052,300,3,20,10,0.3
1969-06-01,Utils_excess,-0.0625,0.01153533,300,3,5,20,0.3
1969-06-01,Other_excess,-0.1103,0.0048069,500,3,10,10,0.3
1969-07-01,NoDur_excess,-0.0738,0.00508539,300,3,20,10,0.3
1969-07-01,Durbl_excess,-0.075,0.00717399,500,3,5,20,0.3
1969-07-01,Manuf_excess,-0.0598,0.00820581,300,3,10,20,sqrt
1969-07-01,Enrgy_excess,-0.1017,0.00665599,300,3,20,10,0.3
1969-07-01,HiTec_excess,-0.0596,0.01676247,300,3,10,10,0.3
1969-07-01,Telcm_excess,-0.0503,0.00750971,300,3,5,20,0.3
1969-07-01,Shops_excess,-0.0898,0.00537491,300,3,20,10,0.3
1969-07-01,Hlth_excess,-0.0326,0.00988543,300,3,20,10,0.3
1969-07-01,Utils_excess,-0.0351,0.00896482,300,3,5,20,0.3
1969-07-01,Other_excess,-0.0966,0.00734072,500,3,10,10,0.3
1969-08-01,NoDur_excess,0.0445,0.00274332,300,3,20,10,0.3
1969-08-01,Durbl_excess,0.0223,0.00378491,500,3,5,20,0.3
1969-08-01,Manuf_excess,0.0369,0.00453592,300,3,10,20,sqrt
1969-08-01,Enrgy_excess,0.0612,0.00225522,300,3,20,10,0.3
1969-08-01,HiTec_excess,0.0653,0.01594249,300,3,10,10,0.3
1969-08-01,Telcm_excess,0.0115,0.00798891,300,3,5,20,0.3
1969-08-01,Shops_excess,0.0763,0.00116336,300,3,20,10,0.3
1969-08-01,Hlth_excess,0.0881,0.00953753,300,3,20,10,0.3
1969-08-01,Utils_excess,-0.0179,0.00933261,300,3,5,20,0.3
1969-08-01,Other_excess,0.0848,0.00041438,500,3,10,10,0.3
1969-09-01,NoDur_excess,-0.0029,0.00461024,300,3,20,10,0.3
1969-09-01,Durbl_excess,-0.0068,0.00646778,500,3,5,20,0.3
1969-09-01,Manuf_excess,-0.0269,0.00730166,300,3,10,20,sqrt
1969-09-01,Enrgy_excess,-0.1025,0.0026791,300,3,20,10,0.3
1969-09-01,HiTec_excess,-0.0042,0.01631257,300,3,10,10,0.3
1969-09-01,Telcm_excess,-0.0462,0.00763355,300,3,5,20,0.3
1969-09-01,Shops_excess,-0.0128,0.00459726,300,3,20,10,0.3
1969-09-01,Hlth_excess,0.0147,0.01193802,300,3,20,10,0.3
1969-09-01,Utils_excess,-0.0477,0.00894433,300,3,5,20,0.3
1969-09-01,Other_excess,-0.0125,0.00375009,500,3,10,10,0.3
1969-10-01,NoDur_excess,0.0772,0.00560284,300,3,20,10,0.3
1969-10-01,Durbl_excess,0.0326,0.00665998,500,3,5,20,0.3
1969-10-01,Manuf_excess,0.0608,0.00533471,300,3,10,20,sqrt
1969-10-01,Enrgy_excess,-0.0163,-0.00125212,300,3,20,10,0.3
1969-10-01,HiTec_excess,0.0519,0.01549892,300,3,10,10,0.3
1969-10-01,Telcm_excess,0.029,0.00457382,300,3,5,20,0.3
1969-10-01,Shops_excess,0.0611,0.00568747,300,3,20,10,0.3
1969-10-01,Hlth_excess,0.0838,0.01034253,300,3,20,10,0.3
1969-10-01,Utils_excess,0.077,0.01348256,300,3,5,20,0.3
1969-10-01,Other_excess,0.074,0.00470087,500,3,10,10,0.3
1969-11-01,NoDur_excess,-0.0288,0.00552443,300,3,20,10,0.3
1969-11-01,Durbl_excess,-0.05,-0.00108445,500,3,5,20,0.3
1969-11-01,Manuf_excess,-0.0394,0.00488869,300,3,10,20,sqrt
1969-11-01,Enrgy_excess,-0.0508,0.00078903,300,3,20,10,0.3
1969-11-01,HiTec_excess,-0.0231,0.01285187,300,3,10,10,0.3
1969-11-01,Telcm_excess,0.0064,0.0068404,300,3,5,20,0.3
1969-11-01,Shops_excess,-0.0461,0.00370366,300,3,20,10,0.3
1969-11-01,Hlth_excess,-0.002,0.01137155,300,3,20,10,0.3
1969-11-01,Utils_excess,-0.058,0.00693319,300,3,5,20,0.3
1969-11-01,Other_excess,-0.0608,0.0045532,500,3,10,10,0.3
1969-12-01,NoDur_excess,-0.0258,0.00479216,300,3,20,10,0.3
1969-12-01,Durbl_excess,-0.0408,-4.158e-05,500,3,5,20,0.3
1969-12-01,Manuf_excess,-0.0207,0.00419299,300,3,10,20,sqrt
1969-12-01,Enrgy_excess,-0.0365,-0.00076736,300,3,20,10,0.3
1969-12-01,HiTec_excess,-0.0138,0.01332346,300,3,10,10,0.3
1969-12-01,Telcm_excess,-0.0615,0.0038749,300,3,5,20,0.3
1969-12-01,Shops_excess,-0.0364,0.00329857,300,3,20,10,0.3
1969-12-01,Hlth_excess,0.0366,0.01335722,300,3,20,10,0.3
1969-12-01,Utils_excess,-0.0127,0.00629188,300,3,5,20,0.3
1969-12-01,Other_excess,-0.044,0.00227865,500,3,10,10,0.3
1970-01-01,NoDur_excess,-0.0485,0.00480222,500,5,20,20,0.3
1970-01-01,Durbl_excess,-0.0885,0.00077882,500,3,10,10,0.3
1970-01-01,Manuf_excess,-0.079,0.00611298,500,3,20,10,0.3
